distancia_final,Place of interest,Place address,Type of place,BiciMAD station,Station location
187.9252064619832,Parroquia María Inmaculada y Santa Vicenta,AVENIDA BRASIL 25,Templos católicos,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2
4110.112309394135,Parroquia María Madre del Amor Hermoso,CALLE VICENTE CARBALLAL 11,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
1665.3424020923412,Parroquia María Mediadora,AVENIDA RAFAEL ALBERTI 25,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
251.95149677155354,Parroquia María Reina y San Buenaventura,CALLE LOPEZ GRASS 44,Templos católicos,226 - Sierra Toledana,Camino de Valderribas nº 94
2750.563115411734,Parroquia María Virgen Madre,AVENIDA MACHUPICHU 50,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
270.79129176212035,Parroquia Natividad de Nuestra Señora,CALLE MARROQUINA 41,Templos católicos,220 - Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6
123.9020564792237,Parroquia Nuestra Madre del Dolor,AVENIDA TOREROS 45,Templos católicos,193 - Ventas,Avenida de los Toreros nº 49
1779.5350660914905,Parroquia Nuestra Señora Flor del Carmelo,AVENIDA EL FERROL 49,Templos católicos,207 - Remonta,Calle Azucenas nº 1
273.24126220480963,Parroquia Nuestra Señora Reina del Cielo,PASAJE CAN MENOR 5,Templos católicos,73 - Plaza de los Astros,Avenida de Nazaret nº 7
876.8970345427383,Parroquia Nuestra Señora de Altagracia,CALLE AZUAGA 15,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
436.97455930740205,Parroquia Nuestra Señora de Aránzazu,CALLE JOSE ROMERO 5,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
445.53223396947556,Parroquia Nuestra Señora de Begoña,CALLE MARCOS DE ORUETA 15 C,Templos católicos,217 - Pedro Rico,Calle Pedro Rico nº 4
283.66389651475146,Parroquia Nuestra Señora de Belén,CALLE CORREGIDOR RODRIGO RODRIGUEZ 12,Templos católicos,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28
239.5698299819078,Parroquia Nuestra Señora de Covadonga,CALLE FRANCISCO SILVELA 2,Templos católicos,108 - Mártires Concepcionistas,Calle Mártires Concepcionistas nº 2
237.65685933185554,Parroquia Nuestra Señora de Europa,PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS 23,Templos católicos,163 - Paseo de la Esperanza,Paseo de la Esperanza nº 2
383.86232788146316,Parroquia Nuestra Señora de Guadalupe,CALLE PUERTO RICO 1,Templos católicos,197 - Parque Berlín,Avenida de Concha Espina nº 34
7984.644839132339,Parroquia Nuestra Señora de Loreto,CALLE ALAS 21,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
2213.1676612770993,Parroquia Nuestra Señora de Luján,CALLE PONFERRADA 49,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
377.4758444807856,Parroquia Nuestra Señora de Madrid,PASEO CASTELLANA 207,Templos católicos,208 - Plaza de Castilla,Paseo de la Castellana nº 216
421.48756274444406,Parroquia Nuestra Señora de Moratalaz,CALLE ENTRE ARROYOS 19,Templos católicos,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28
448.09897164537483,Parroquia Nuestra Señora de Sonsoles,CALLE TIMOTEO DOMINGO 38,Templos católicos,232 - José María Pereda,Calle José María de Pereda nº 1
312.8203395382486,Parroquia Nuestra Señora de la Aurora y Santo Ángel,CALLE GREGORIO SANZ 8,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
1015.0219582112404,Parroquia Nuestra Señora de la Concepción (Pueblo Nuevo),CALLE ARTURO SORIA 5,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
411.92385933505386,Parroquia Nuestra Señora de la Consolación,CALLE JUAN ESPLANDIU 2 C,Templos católicos,182 - Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107
28.416161843351208,Parroquia Nuestra Señora de la Estrella,CALLE LIRA 4,Templos católicos,82 - Niño Jesús,Calle Doctor Esquerdo nº 161
654.8768369689999,Parroquia Nuestra Señora de la Fuencisla,PLAZA ANGELICA SEÑORA 1,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
1620.3202673665078,Parroquia Nuestra Señora de la Granada,CALLE VILLASILOS 3,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
303.61680023393285,Parroquia Nuestra Señora de la Guía,CALLE CONDE DE TORRALBA 18,Templos católicos,249 - Manuel Caldeiro,Paseo de la Castellana nº 298
921.131006163185,Parroquia Nuestra Señora de la Luz,CALLE FERNAN NUÑEZ 4,Templos católicos,160 - Colombia,Calle Colombia nº 7
727.4668376708445,Parroquia Nuestra Señora de la Merced,CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN 101,Templos católicos,219 - Marroquina,Calle Camino de los Vinateros nº 108
932.7698357978554,Parroquia Nuestra Señora de la Misericordia,CALLE ARROYO DEL OLIVAR 100,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
316.64925754846456,Parroquia Nuestra Señora de la Montaña,CALLE CORREGIDOR JOSE DE PASAMONTE 15,Templos católicos,219 - Marroquina,Calle Camino de los Vinateros nº 108
339.04583773183504,Parroquia Nuestra Señora de la Palabra,CALLE VALDEBERNARDO 29,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
281.24921466770877,Parroquia Nuestra Señora de la Paz,CALLE VALDERRIBAS 37,Templos católicos,76 - Puerta de Mariano de Cavia,Avenida del Mediterráneo nº 19
317.4605234059237,Parroquia Nuestra Señora de la Peña y San Felipe Neri,CALLE PUERTO DE CANFRANC 19,Templos católicos,226 - Sierra Toledana,Camino de Valderribas nº 94
690.6589538232148,Parroquia Nuestra Señora de la Piedad,CALLE ANTONIO FOLGUERAS 24,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
714.5814780296774,Parroquia Nuestra Señora de la Soledad,CALLE VISITACION 1,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
1921.3712399572953,Parroquia Nuestra Señora de la Vega,CALLE CHANTADA 28,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
3445.532653592149,Parroquia Nuestra Señora de las Américas,CALLE ESPIREA 1 y 3,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
293.9884737187063,Parroquia Nuestra Señora de las Angustias,CALLE RAFAEL DE RIEGO 16,Templos católicos,120 - Palos de la Frontera,Calle Palos de la Frontera nº 27
72.48611547897626,Parroquia Nuestra Señora de las Delicias,PASEO DELICIAS 61,Templos católicos,172 - Delicias,Calle Bustamante nº 1
1191.4758901781972,Parroquia Nuestra Señora de las Fuentes,CALLE VILLA DE MARIN 39,Templos católicos,217 - Pedro Rico,Calle Pedro Rico nº 4
2177.20212657523,Parroquia Nuestra Señora de las Nieves,CALLE NURIA 47,Templos católicos,217 - Pedro Rico,Calle Pedro Rico nº 4
4182.206509679809,Parroquia Nuestra Señora de las Rosas,CALLE SUECIA 44 PLANTA 3ª C,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
326.4887374082404,Parroquia Nuestra Señora de las Victorias,CALLE AZUCENAS 34,Templos católicos,207 - Remonta,Calle Azucenas nº 1
423.4570788648231,Parroquia Nuestra Señora de los Apóstoles,CALLE LUIS DE HOYOS SAINZ 94 BIS,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
5183.248174445688,Parroquia Nuestra Señora de los Desamparados y San Lucas,PLAZA PINAZO 8,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
189.5639570122308,Parroquia Nuestra Señora de los Dolores,CALLE SAN BERNARDO 103,Templos católicos,3 - Plaza Conde Suchil,Plaza del Conde del Valle de Súchil nº 3
1373.0123483473433,Parroquia Nuestra Señora de los Álamos,CALLE LEON FELIPE 1,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
88.84272197382765,Parroquia Nuestra Señora de los Ángeles,CALLE BRAVO MURILLO 93,Templos católicos,132 - Glorieta de los Cuatro Caminos,Calle Santa Engracia nº 168
1647.9632374960686,Parroquia Nuestra Señora de África,CALLE ALGORTA 14,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
5703.722264969288,Parroquia Nuestra Señora del Aire,CALLE MAESTRA JUSTA FREIRE 72,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
248.14071016547612,Parroquia Nuestra Señora del Buen Consejo y San Isidro,CALLE TOLEDO 37,Templos católicos,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 
246.22783351939984,Parroquia Nuestra Señora del Buen Suceso,CALLE PRINCESA 43,Templos católicos,114 - Quintana,Calle Quintana nº 11
3241.401995208884,Parroquia Nuestra Señora del Camino,CALLE FENELON 20,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
11442.02812749968,Parroquia Nuestra Señora del Carmen (El Plantío),AVENIDA VICTORIA 51,Templos católicos,261 - Facultad Derecho,Avenida Complutense nº 23
94.01962170152265,Parroquia Nuestra Señora del Carmen y San Luis Obispo,CALLE CARMEN 10,Templos católicos,56 - Plaza del Carmen ,Plaza del Carmen nº 1
1624.3253451577657,Parroquia Nuestra Señora del Consuelo,CALLE CLEOPATRA 13,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
384.83720108046606,Parroquia Nuestra Señora del Encuentro,CALLE PEDRO BARREDA 22,Templos católicos,204 - Cuatro Caminos 2,Calle Doctor Santero nº 1
376.64793433165204,Parroquia Nuestra Señora del Espino y Nuestra Señora de Madrid,CALLE CONDE DEL SERRALLO 17,Templos católicos,208 - Plaza de Castilla,Paseo de la Castellana nº 216
210.83270875897512,Parroquia Nuestra Señora del Henar,CALLE AGUSTIN DURAN 20,Templos católicos,191 - Diego de león,Calle Alonso Heredia nº 1
97.040797597212,Parroquia Nuestra Señora del Perpetuo Socorro,CALLE MANUEL SILVELA 14,Templos católicos,124 - Manuel Silvela,Calle Manuel Silvela nº 20
4930.682790663925,Parroquia Nuestra Señora del Pilar. (Campamento),PLAZA PATRICIO MARTINEZ 5,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
243.94555042938558,Parroquia Nuestra Señora del Pilar. Calle Juan Bravo,CALLE JUAN BRAVO 40 BIS,Templos católicos,143 - Diego de León 52,Calle Diego de León nº 52
5366.770370187453,Parroquia Nuestra Señora del Pino,CALLE DOROTEO LABORDA 8,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
2517.5342787111476,Parroquia Nuestra Señora del Puig y San Timoteo,CALLE SIERRA DE GREDOS 26,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
2936.946802041287,Parroquia Nuestra Señora del Recuerdo,CALLE ARGENTA 8,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
2622.5601894226675,Parroquia Nuestra Señora del Rosario,PLAZA FRANCISCANOS 3,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
218.61595823298651,Parroquia Nuestra Señora del Rosario de Filipinas,CALLE CONDE DE PE&amp;Ntilde;ALVER 40,Templos católicos,89 - Conde Peñalver,Calle Ayala nº 102
265.1669375420638,Parroquia Nuestra Señora del Rosario de Fátima,CALLE ALCALA 292,Templos católicos,232 - José María Pereda,Calle José María de Pereda nº 1
346.396982760067,Parroquia Nuestra Señora del Sagrado Corazón,AVENIDA PIO XII 29,Templos católicos,254 - Pío XII,Avenida Pío XII nº 3
4008.4542254678495,Parroquia Nuestra Señora del Sagrario,CALLE EL SIGLO FUTURO 14,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
177.86734802841218,Parroquia Nuestra Señora del Santísimo Sacramento,CALLE CLARA DEL REY 38,Templos católicos,251 - Corazón de María,Calle Santa Hortensia nº 31
2133.305351499322,Parroquia Nuestra Señora del Tránsito,CARRETERA CANILLAS 40,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
284.8860349100316,Parroquia Nuestra Señora del Valle,CALLE VALDERRIBAS 72,Templos católicos,84 - Valderribas,Calle Doctor Esquerdo nº 191
6538.240887927728,Parroquia Padre Nuestro,AVENIDA CANTABRIA 4,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
1903.429555774818,Parroquia Patrocinio de San José,CALLE PEDRO LABORDE 78,Templos católicos,226 - Sierra Toledana,Camino de Valderribas nº 94
2424.3040799742603,Parroquia Preciosa Sangre,CALLE GRAN AVENIDA 1,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
105.2488078963031,Parroquia Presentación de Nuestra Señora,CALLE CORREGIDOR DIEGO DE VALDERRABANO 62,Templos católicos,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28
2754.860204724095,Parroquia Purificación de Nuestra Señora,CALLE EDUARDO UROSA 5,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
148.08949043711664,Parroquia Purísimo Corazón de María,CALLE EMBAJADORES 81,Templos católicos,121 - Santa María de la Cabeza,Paseo de Santa María de la Cabeza nº 58
1972.5813199562128,Parroquia Resurrección del Señor,CALLE ESCALONILLA 26,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
274.54553121702276,Parroquia Sagrada Familia,CALLE ANTONIO TOLEDANO 23,Templos católicos,101 - Jorge Juan,Calle Jorge Juan nº 131
479.55505794343986,Parroquia Sagrado Corazón de Jesús de Usera,PASEO SANTA MARIA DE LA CABEZA 115,Templos católicos,228 - San Delfín,Calle San Delfín nº 9
86.25522124058584,Parroquia Sagrado Corazón de Jesús. Calle General Zabala,CALLE GENERAL ZABALA 10,Templos católicos,196 - Prosperidad,Calle Suero de Quiñones nº 2
270.79431655501685,Parroquia Sagrados Corazones,PASEO LA HABANA 31,Templos católicos,159 - Paseo de la Habana 63,Paseo de la Habana nº 63
218.23693669552188,Parroquia San Agustín,CALLE JOAQUIN COSTA 10,Templos católicos,137 - Plaza de la República Argentina,Plaza de la República Argentina nº 6
1203.6097739536326,Parroquia San Alberto Magno,CALLE BENJAMIN PALENCIA 9,Templos católicos,226 - Sierra Toledana,Camino de Valderribas nº 94
234.7884282376575,Parroquia San Alejandro,CALLE VIRGEN DE LOURDES 21,Templos católicos,189 - Avenida Donostiarra,Calle Virgen de la Alegría nº 18
4518.865264873332,Parroquia San Alfonso María de Ligorio,CALLE ESCALONA 109,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
1776.290441210592,Parroquia San Ambrosio,CALLE RIOJANOS 1,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
4715.512821396367,Parroquia San Andrés Apóstol. Calle Oxígeno,CALLE OXIGENO 15 Y 19,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
105.19868517938144,Parroquia San Andrés Apóstol. Plaza San Andrés,PLAZA SAN ANDRES 1,Templos católicos,38 - Plaza de los Carros,Carrera de San Francisco nº 1
305.5751508045593,Parroquia San Antonio,CALLE BRAVO MURILLO 150,Templos católicos,205 - Estrecho,Calle Navarra nº 1
392.90198000873545,Parroquia San Antonio María Claret,CALLE CORAZON DE MARIA 1,Templos católicos,195 - Avenida de América 1,Calle Padre Indalecio Hernández nº 1
6386.744137494323,Parroquia San Antonio María Zaccaría,CALLE FUENTE DEL TIRO 27,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
4483.606194339527,Parroquia San Antonio de las Cárcavas,AVENIDA MARUJA MALLO 15,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
243.02290346675997,Parroquia San Antonio del Retiro,CALLE DUQUE DE SESTO 9,Templos católicos,98 - Plaza de Felipe II,Plaza de Felipe II
2471.799338477295,Parroquia San Bartolomé,CALLE GUETARIA 1,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
196.10756316592955,Parroquia San Basilio el Grande,CALLE FERNANDO POO 36,Templos católicos,175 - Jaime el Conquistador,Calle Jaime el Conquistador nº 30
3188.048563149311,Parroquia San Benito Abad,CALLE BESOLLA 7,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
4489.575790483415,Parroquia San Benito Menni,CALLE CATORCE OLIVAS 12,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
1517.1250934787274,Parroquia San Bernabé,CALLE SAN FELIU DE GUIXOLS 9,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
2588.9406211677187,Parroquia San Blas,CALLE ALCONERA 1,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
267.5917398943558,Parroquia San Bonifacio,CALLE BREMEN 2,Templos católicos,242 - Avenida Bruselas,Avenida Bruselas nº 56
148.48246348103314,Parroquia San Bruno,CALLE BEATRIZ DE BOBADILLA 3,Templos católicos,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2
4053.431944277616,Parroquia San Camilo de Lelis,CALLE ANOETA 12,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
3473.853288087814,Parroquia San Clemente Romano,CALLE COALICION 17,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
5461.224641826906,Parroquia San Cristóbal,CALLE TRES 2,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
265.0229263373633,Parroquia San Cristóbal y San Rafael,CALLE BRAVO MURILLO 39 Esc. A,Templos católicos,201 - Canal,Calle José Abascal frente al nº 2
806.3734424613771,Parroquia San Diego,AVENIDA SAN DIEGO 61,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
219.6886545178521,Parroquia San Dámaso,CALLE MAURICIO LEGENDRE 10,Templos católicos,252 - Chamartín,Calle Rodríguez Jaén nº 40
186.6469903016035,Parroquia San Eduardo,CALLE GENERAL MARGALLO 6,Templos católicos,206 - Metro Tetuán,Calle Marqués de Viana nº 3
2997.9742511770405,Parroquia San Eloy,PLAZA DOCTOR BARRAQUER 1,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
348.05535267697667,Parroquia San Emilio,TRAVESIA JOSE NORIEGA 4,Templos católicos,233 - Marqués de Corbera 12,Avenida Marqués de Corbera nº 12
43.2328817365311,Parroquia San Estanislao de Kostka,CALLE DOCTOR ESQUERDO 97,Templos católicos,72 - Sainz de Baranda,Calle Doctor Esquerdo nº 99
3228.94907970543,Parroquia San Eulogio,CALLE PE&amp;Ntilde;A DE VARGAS 10,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
1160.5597222909817,Parroquia San Federico,CALLE ALCALDE MARTIN DE ALZAGA 21,Templos católicos,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62
2031.946577039054,Parroquia San Fermín,AVENIDA SAN FERMIN 10 y 12,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
119.93419357914122,Parroquia San Fermín de los Navarros,PASEO EDUARDO DATO 10,Templos católicos,198 - Rubén Darío,Glorieta Rubén Darío 2
242.82317171588798,Parroquia San Fernando,AVENIDA ALBERTO ALCOCER 9,Templos católicos,157 - Castellana 164,Paseo de la Castellana nº 164
560.2578601231417,Parroquia San Francisco Javier y San Luis Gonzaga,CALLE MARTIRES DE LA VENTILLA 34,Templos católicos,248 - Torre Cepsa,Calle Sinesio Delgado nº 2
456.7430358752085,Parroquia San Francisco de Asís,PLAZA CORPUS BARGA 4,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
199.2697586932459,Parroquia San Francisco de Borja,CALLE SERRANO 104,Templos católicos,142 - Castellana 42,Paseo de la Castellana nº 42
1485.103825658001,Parroquia San Francisco de Paula,CALLE RUIDERA 9,Templos católicos,180 - Méndez Álvaro,Calle Retama nº 5
194.80471880067503,Parroquia San Francisco de Sales,CALLE FRANCOS RODRIGUEZ 5,Templos católicos,205 - Estrecho,Calle Navarra nº 1
555.7341260312921,Parroquia San Fulgencio y San Bernardo,PASEO SAN ILLAN 9,Templos católicos,223 - Ermita Santo,Paseo de la Ermita del Santo nº 48
4357.711959383275,Parroquia San Félix,CALLE PUEBLA DE SANABRIA 18,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
1634.12836918527,Parroquia San Gabriel Arcángel,CALLE ISLA DE OZA 49,Templos católicos,261 - Facultad Derecho,Avenida Complutense nº 23
1565.9042892247542,Parroquia San Gabriel de la Dolorosa,CALLE ARTE 4,Templos católicos,249 - Manuel Caldeiro,Paseo de la Castellana nº 298
4336.8172841621345,Parroquia San Gerardo María Mayela,CALLE MAQUEDA 45,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
193.4369412399235,Parroquia San Germán,CALLE SAN GERMAN 26,Templos católicos,154 - Orense 36,Calle Orense nº 36
71.90689197360489,Parroquia San Ginés,CALLE ARENAL 13,Templos católicos,25b - Plaza de Celenque B,Plaza de Celenque nº 1
1579.397386836176,Parroquia San Gregorio Magno,BULEVAR INDALECIO PRIETO 13,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
414.5122625276669,Parroquia San Hermenegildo y Santa María de la Cabeza,CALLE FOSFORO 4,Templos católicos,167 - Segovia 45,Calle Segovia nº 45
4864.661666544514,Parroquia San Hilario de Poitiers,CALLE LUIS CHAMIZO 7,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
641.7552393528458,Parroquia San Ignacio de Loyola,CALLE PINOS ALTA 79,Templos católicos,207 - Remonta,Calle Azucenas nº 1
42.28715962142879,Parroquia San Ildefonso y Santos Justo y Pastor,CALLE COLON 16,Templos católicos,55 - Plaza de San Ildefonso,Plaza de San Ildefonso
90.18934235226642,Parroquia San Ireneo,CALLE CARLOTA O'NEILL 26 bis,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
2832.914045332689,Parroquia San Isidoro y San Pedro Claver,CALLE VILLA DE PONS  14,Templos católicos,254 - Pío XII,Avenida Pío XII nº 3
4259.029059209015,Parroquia San Isidro,CALLE PARQUE EUGENIA DE MONTIJO 54 B,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
4212.085329202604,Parroquia San Jaime,CALLE JUAN JOSE MARTINEZ SECO 54,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
587.7558340505639,Parroquia San Jenaro,CALLE VITAL AZA 81 A,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
184.7829180011218,Parroquia San Jerónimo el Real (Los Jerónimos),CALLE MORETO 4,Templos católicos,68 - Espalter,Calle Espalter nº 1
2230.3155032696945,Parroquia San Joaquín,CALLE AMPOSTA 24,Templos católicos,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77
196.18855364843841,Parroquia San Jorge,CALLE PADRE DAMIAN 22,Templos católicos,253 - Doctor Fleming,Calle Doctor Fleming nº 7
138.12446989596552,Parroquia San José,CALLE ALCALA 43,Templos católicos,20a - Banco de España A,Calle Alcalá nº 49
6533.298259865861,Parroquia San José María Escrivá de Balaguer,CALLE GANIMEDES 19,Templos católicos,261 - Facultad Derecho,Avenida Complutense nº 23
9206.500490275257,Parroquia San José María Rubio,AVENIDA BLAS DE LEZO  ESQUINA MAYORAZGO DE DUARTE,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
2297.056991863245,Parroquia San José Obrero,CALLE JULIO ANTONIO 3 PLANTA BAJA,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
1045.278395558862,Parroquia San José de Calasanz,CALLE IMAGEN 12,Templos católicos,227 - Concordia,Calle Arroyo del Olivar nº 6
1090.3770211146903,Parroquia San Juan Bautista,CALLE FAUSTINA PE&amp;Ntilde;ALVER 1,Templos católicos,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2
3373.6073982861203,Parroquia San Juan Bautista de la Concepción,CALLE CAMARENA 57,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
728.4736470123437,Parroquia San Juan Bosco,CALLE DOCTOR LARRA Y CEREZO  S/N,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
186.40216051580325,Parroquia San Juan Crisóstomo,CALLE DOMENICO SCARLATTI 2,Templos católicos,203 - San Francisco de Sales,Calle General Ampudia nº 2
288.02104387263074,Parroquia San Juan Evangelista,PLAZA VENECIA 1,Templos católicos,242 - Avenida Bruselas,Avenida Bruselas nº 56
3120.943701048857,Parroquia San Juan de Dios,CALLE MONTE DE MONTJUICH 19,Templos católicos,221 - Pavones,Calle Hacienda de Pavones nº 342
3412.900113670975,Parroquia San Juan de Mirasierra,CALLE MORALZARZAL 75,Templos católicos,217 - Pedro Rico,Calle Pedro Rico nº 4
168.26015391229345,Parroquia San Juan de Ribera,CALLE RODRIGUEZ MARIN 57,Templos católicos,147 - Doctor Arce 45,Avenida del Doctor Arce nº 45
102.82126383222044,Parroquia San Juan de la Cruz,PLAZA SAN JUAN DE LA CRUZ 2,Templos católicos,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11
1413.5611207228883,Parroquia San Juan de Ávila,CALLE FORNILLOS 9,Templos católicos,228 - San Delfín,Calle San Delfín nº 9
3869.554385450112,Parroquia San Leandro,CALLE ESCALONA 59,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
1393.5956675391735,Parroquia San Leopoldo,CALLE SAGRADOS CORAZONES 28,Templos católicos,224 - Caramuel,Calle Caramuel nº 51
247.03631565417737,Parroquia San León Magno,CALLE CONCEJAL BENITO MARTIN LOZANO 7,Templos católicos,45 - Puerta de Toledo,Glorieta de la Puerta de Toledo nº 1
197.77841421477777,Parroquia San Lorenzo,CALLE DOCTOR PIGA 2,Templos católicos,53 - Plaza de Lavapiés,Calle Valencia nº 1
5172.0716353387115,Parroquia San Lucas,PLAZA PALOMA DE LA PAZ 1,Templos católicos,235 - Embajadores 191,Calle Sodio nº 1B
133.68072379935194,Parroquia San Luis de los Franceses,CALLE LAGASCA 89,Templos católicos,88 - Embajada de Italia,Calle Velázquez nº 75
231.0061609948026,Parroquia San Manuel y San Benito,CALLE ALCALA 83,Templos católicos,102 - Velázquez,Calle Alcalá nº 95
139.02465765188822,Parroquia San Marcos,CALLE SAN LEONARDO 10,Templos católicos,116b - Plaza de España B,Calle Princesa nº 5
3477.530885428392,Parroquia San Martín de Porres,CALLE ABEGONDO 28,Templos católicos,254 - Pío XII,Avenida Pío XII nº 3
3479.464093643174,Parroquia San Mateo,AVENIDA LA VERBENA DE LA PALOMA 16,Templos católicos,213 - Glorieta de Cádiz,Calle Antonio López nº 129
3354.3002590441056,Parroquia San Matías,PLAZA IGLESIA 2,Templos católicos,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32
257.1650585760744,Parroquia San Miguel Arcángel de Carabanchel,CALLE GENERAL RICARDOS 21,Templos católicos,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9
843.8801587016644,Parroquia San Miguel Arcángel de Chamartín,AVENIDA BURGOS 2,Templos católicos,252 - Chamartín,Calle Rodríguez Jaén nº 40
1447.752982281797,Parroquia San Miguel Arcángel de Fuencarral,CALLE ISLAS BERMUDAS 28,Templos católicos,217 - Pedro Rico,Calle Pedro Rico nº 4
352.3096985212071,Parroquia San Miguel de los Santos,CALLE LOPEZ DE HOYOS 39,Templos católicos,146 - María Francisca 1,Calle María Francisca nº 1
195.29688751414182,Parroquia San Millán y San Cayetano,CALLE EMBAJADORES 15,Templos católicos,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35
112.15346731936792,Parroquia San Nicolás de Bari. Personal de Habla Italiana,PLAZA SAN NICOLAS 6,Templos católicos,36 - Plaza Ramales,Plaza de Ramales
1315.0931101427636,Parroquia San Pablo,CALLE EL ESCRITOR 25,Templos católicos,226 - Sierra Toledana,Camino de Valderribas nº 94
